GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg UCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
CHD7,mRNA,NW_005054346.1:4943613-5084305,-,-,139,119,7.011227255,0.23,0.23,0.51535765,0.900432575,no,2,0,0
FARS2,mRNA,NW_005054376.1:849323-1079622,+,-,104,125,6.839203788,-0.275,0.275,0.226416986,0.806033755,no,2,0,0
PPP2R2A,mRNA,NW_005054514.1:791007-825393,+,-,362,344,8.463524373,0.071,0.071,0.645201332,0.929298199,no,2,0,0
PRRC2B,mRNA,NW_005054329.1:4469155-4499618,-,-,4754,4944,12.24347154,-0.056,0.056,0.760797527,0.948523283,no,2,0,0
PSMD1,mRNA,NW_005054309.1:2668149-2735137,+,-,7917,9180,13.06145558,-0.214,0.214,0.106564057,0.729949345,no,2,0,0
SCMH1,mRNA,NW_005054499.1:877654-923343,-,-,725,756,9.532355925,-0.061,0.061,0.792491897,0.956268115,no,2,0,0
SLC25A12,mRNA,NW_005054298.1:18465149-18512567,-,-,46,50,5.584962501,-0.122,0.122,0.642445267,0.927467681,no,2,0,0
SLC25A47,mRNA,NW_005054303.1:4928742-4938069,+,-,22,19,4.357552005,0.242,0.242,0.599430298,0.919332962,no,2,0,0
STIM1,mRNA,NW_005054454.1:118171-164026,+,-,242,244,7.924812504,-0.011,0.011,0.945802986,0.991232119,no,2,0,0
STK16,mRNA,NW_005054298.1:14181180-14195525,+,-,7209,8579,12.9465408,-0.251,0.251,0.137053357,0.753114982,no,2,0,0
TIMP3,mRNA,NW_005054334.1:1141281-1178742,+,-,7550,6637,12.79228193,0.186,0.186,0.258957059,0.813863022,no,2,0,0
TRAF7,mRNA,NW_005054399.1:1805680-1831019,+,-,1436,1512,10.52552081,-0.076,0.076,0.51536664,0.900432575,no,2,0,0
TRMT1L,mRNA,NW_005054357.1:4102496-4114097,-,-,117,117,6.87036472,-0.005,0.005,0.97812697,0.99656588,no,2,0,0
UBIAD1,mRNA,NW_005054446.1:1645705-1651243,-,-,1187,1161,10.19721669,0.032,0.032,0.802493418,0.958357089,no,2,0,0
VTI1B,transcript,NW_005054301.1:15860510-15870002,+,-,372,354,8.503825738,0.067,0.067,0.633914537,0.925110245,no,2,0,0
ZC3H7A,mRNA,NW_005054319.1:6992005-7019005,+,-,1044,1014,10.00702727,0.044,0.044,0.755585558,0.947575303,no,2,0,0
BRICD5,mRNA,NW_005054399.1:1877068-1880883,-,-,38,37,5.22881869,0.019,0.019,0.949718472,0.991955357,no,2,0,0
CTNNBL1,mRNA,NW_005054337.1:3015418-3076102,-,-,1381,1553,10.51865316,-0.171,0.171,0.172081118,0.780653359,no,2,0,0
DGKE,mRNA,NW_005054395.1:1500418-1513911,+,-,2756,3150,11.52796564,-0.192,0.192,0.156276838,0.769280694,no,2,0,0
EP400,mRNA,NW_005054330.1:1291808-1331391,+,-,1450,1593,10.57127862,-0.135,0.135,0.525984273,0.902797035,no,2,0,0
ERCC3,mRNA,NW_005054298.1:12537245-12555229,-,-,402,387,8.62388149,0.052,0.052,0.691392101,0.938111147,no,2,0,0
ETFA,mRNA,NW_005054313.1:9110067-9146070,-,-,308,372,8.409390936,-0.274,0.274,0.200434649,0.790715815,no,2,0,0
FGD6,mRNA,NW_005054331.1:3881546-3944162,-,-,777,673,9.501837185,0.207,0.207,0.263492854,0.815682743,no,2,0,0
GABARAPL2,mRNA,NW_005054373.1:3649225-3661711,-,-,5120,6190,12.46531131,-0.274,0.274,0.188399155,0.786863894,no,2,0,0
LOC115948694,lnc_RNA,NW_005054478.1:218058-226899,-,-,153,127,7.129283017,0.274,0.274,0.216314452,0.800197751,no,2,0,0
PDPK1,mRNA,NW_005054399.1:2767053-2805903,+,-,1432,1731,10.62707784,-0.274,0.274,0.020012191,0.462325407,no,2,0,0
SNX29,mRNA,NW_005054319.1:6170478-6266114,+,-,41,47,5.459431619,-0.194,0.194,0.432717456,0.878720686,no,2,0,0
UBE2G2,mRNA,NW_005054380.1:2055590-2068268,-,-,12438,15042,13.74609438,-0.274,0.274,0.137750011,0.756155058,no,2,0,0
VPS33A,mRNA,NW_005054362.1:3092521-3101051,-,-,16834,14509,13.93585565,0.214,0.214,0.435944567,0.878720686,no,2,0,0
BORCS5,mRNA,NW_005054326.1:2823770-2884142,+,-,1492,1558,10.57459353,-0.061,0.061,0.778034519,0.952389552,no,2,0,0
CASC1,mRNA,NW_005054414.1:1639080-1655303,-,-,5,5,2.321928095,0.208,0.208,0.725675678,NA,no,0,0,0
DOCK8,mRNA,NW_005054462.1:948495-1017139,-,-,688,759,9.498849207,-0.141,0.141,0.540468872,0.905840694,no,2,0,0
ELMO2,mRNA,NW_005054337.1:3394841-3410872,-,-,1363,1622,10.54351522,-0.251,0.251,0.036024571,0.581636281,no,2,0,0
ERBIN,mRNA,NW_005054537.1:100886-218963,-,-,404,428,8.700439718,-0.078,0.078,0.651778111,0.930085029,no,2,0,0
FBXO21,mRNA,NW_005054483.1:224752-243885,+,-,5247,6024,12.4603279,-0.199,0.199,0.190907597,0.788109176,no,2,0,0
HCN3,mRNA,NW_005054582.1:253020-258663,+,-,41,37,5.285402219,0.138,0.138,0.675055045,0.937384081,no,2,0,0
KANSL2,mRNA,NW_005054605.1:138185-157408,-,-,1030,940,9.943979914,0.133,0.133,0.500504046,0.895981991,no,2,0,0
NELFA,mRNA,NW_005054372.1:86864-113690,-,-,1068,1085,10.0721326,-0.021,0.021,0.881609493,0.979828333,no,2,0,0
PTGER4,mRNA,NW_005054401.1:2311516-2320796,+,-,133,115,6.95419631,0.208,0.208,0.255208068,0.813533579,no,2,0,0
SLC7A6OS,mRNA,NW_005054343.1:1871791-1874953,+,-,157,180,7.396604781,-0.202,0.202,0.314654081,0.836874867,no,2,0,0
SS18L2,mRNA,NW_005054484.1:281977-283343,-,-,12422,13736,13.67496462,-0.145,0.145,0.470527805,0.887764484,no,2,0,0
TRNT1,mRNA,NW_005054420.1:720722-728230,+,-,5009,5791,12.39874369,-0.209,0.209,0.180044794,0.784894394,no,2,0,0
TSC22D2,mRNA,NW_005054309.1:11813454-11835701,-,-,10292,10642,13.35356038,-0.048,0.048,0.713329551,0.939435508,no,2,0,0
AAMP,mRNA,NW_005054298.1:13703583-13708199,-,-,4819,5304,12.30534928,-0.138,0.138,0.374338807,0.862066548,no,2,0,0
ACVR1B,mRNA,NW_005054605.1:67165-76576,+,-,1139,1151,10.16113188,-0.015,0.015,0.908009246,0.985090039,no,2,0,0
CAMLG,mRNA,NW_005054308.1:3160422-3166624,+,-,570,651,9.253847485,-0.193,0.193,0.262252187,0.815285763,no,2,0,0
CASC4,mRNA,NW_005054366.1:3300244-3337715,-,-,1404,1473,10.49034951,-0.069,0.069,0.60142636,0.920306826,no,2,0,0
CCM2,mRNA,NW_005054724.1:118676-127579,+,-,2488,2481,11.27873983,0.004,0.004,0.978526026,0.99662745,no,2,0,0
CNOT6L,mRNA,NW_005054520.1:365907-373242,+,-,15333,14611,13.86997933,0.07,0.07,0.701550486,0.938111147,no,2,0,0
COMMD5,mRNA,NW_005054314.1:1145050-1161599,+,-,214,258,7.882643049,-0.272,0.272,0.067041069,0.681500447,no,2,0,0
DOT1L,mRNA,NW_005054441.1:75989-149334,-,-,9648,11051,13.33727345,-0.196,0.196,0.257984408,0.813863022,no,2,0,0
ETFDH,mRNA,NW_005054297.1:27351165-27368733,-,-,812,886,9.729620744,-0.127,0.127,0.326169253,0.839846581,no,2,0,0
LOC102032918,mRNA,NW_005055063.1:17746-22267,+,-,6305,7425,12.74504401,-0.236,0.236,0.163588471,0.774328489,no,2,0,0
LOC102044792,lnc_RNA,NW_005054322.1:4820002-4883080,-,-,150,173,7.335390355,-0.21,0.21,0.524719373,0.902797035,no,2,0,0
LOC115949199,mRNA,NW_005055039.1:5619-8635,+,-,38,43,5.339850003,-0.187,0.187,0.458115143,0.884511637,no,2,0,0
PHF13,mRNA,NW_005054446.1:243995-247437,+,-,571,625,9.224001674,-0.131,0.131,0.38983881,0.865100449,no,2,0,0
PIGF,mRNA,NW_005054299.1:9141672-9167438,-,-,1193,1269,10.26561505,-0.088,0.088,0.479611056,0.8900586,no,2,0,0
PSMB7,mRNA,NW_005054329.1:1006603-1024835,+,-,15514,16797,13.97973778,-0.115,0.115,0.621992808,0.923865459,no,2,0,0
SHB,mRNA,NW_005054619.1:124991-181841,+,-,33,29,4.95419631,0.164,0.164,0.647118484,0.930085029,no,2,0,0
SPRY1,mRNA,NW_005054435.1:1348734-1358280,+,-,16,14,3.906890596,0.272,0.272,0.380232816,0.863644123,no,2,0,0
ANKRD10,mRNA,NW_005054315.1:2431705-2463054,-,-,136,127,7.038918989,0.101,0.101,0.672705737,0.937384081,no,2,0,0
BTRC,mRNA,NW_005054300.1:5344164-5441581,+,-,66,63,6.011227255,0.072,0.072,0.755968619,0.947575303,no,2,0,0
DCXR,mRNA,NW_005054578.1:160912-164346,+,-,31,26,4.832890014,0.239,0.239,0.418845812,0.874891315,no,2,0,0
DUS3L,mRNA,NW_005054621.1:354189-360991,+,-,54,56,5.781359714,-0.056,0.056,0.796855199,0.956588392,no,2,0,0
ERP44,mRNA,NW_005054311.1:7490798-7537077,+,-,970,983,9.931476234,-0.019,0.019,0.882614044,0.979828333,no,2,0,0
LOC102038524,mRNA,NW_005054502.1:864910-888378,-,-,333,333,8.379378367,0.002,0.002,0.986693547,0.997707248,no,2,0,0
LOC115948690,lnc_RNA,NW_005054478.1:455750-456398,+,-,13043,13697,13.70671184,-0.071,0.071,0.798259949,0.956877477,no,2,0,0
RIC1,mRNA,NW_005054390.1:718558-765090,+,-,3109,3752,11.74420315,-0.271,0.271,0.194903139,0.788109176,no,2,0,0
TAF1A,mRNA,NW_005054602.1:456538-470353,+,-,95,100,6.607330314,-0.061,0.061,0.791418769,0.955925048,no,2,0,0
TDG,mRNA,NW_005054598.1:425877-435502,-,-,2848,3010,11.51619248,-0.08,0.08,0.535638609,0.904318144,no,2,0,0
THRAP3,mRNA,NW_005054478.1:96133-118357,-,-,3266,3237,11.66688971,0.013,0.013,0.927761597,0.98727663,no,2,0,0
TTC14,mRNA,NW_005054309.1:5098362-5174365,-,-,1792,2032,10.90086681,-0.181,0.181,0.150437539,0.766384632,no,2,0,0
YKT6,mRNA,NW_005054674.1:119754-124427,+,-,769,922,9.723660944,-0.262,0.262,0.08668581,0.711309282,no,2,0,0
ATRX,mRNA,NW_005054617.1:164306-222285,+,-,99689,110886,16.68397464,-0.154,0.154,0.485982669,0.89015947,no,2,0,0
EIF4ENIF1,mRNA,NW_005054330.1:6533578-6554170,-,-,3969,4079,11.97441459,-0.04,0.04,0.759303398,0.948117742,no,2,0,0
MKNK2,mRNA,NW_005054441.1:250508-259683,+,-,88862,102988,16.54961924,-0.213,0.213,0.28385474,0.822422336,no,2,0,0
NFS1,mRNA,NW_005054481.1:1143846-1158109,+,-,5855,6548,12.5984015,-0.161,0.161,0.182381219,0.785504206,no,2,0,0
NIPA1,mRNA,NW_005054342.1:4655813-4667867,-,-,172,207,7.566054038,-0.27,0.27,0.229352694,0.806607668,no,2,0,0
PSAP,mRNA,NW_005054515.1:235502-272064,-,-,15552,14287,13.86491157,0.122,0.122,0.413693116,0.874891315,no,2,0,0
PSMD5,mRNA,NW_005054329.1:2073041-2080162,+,-,12863,15506,13.79202768,-0.27,0.27,0.175946251,0.780653359,no,2,0,0
RPS11,mRNA,NW_005054741.1:103424-104696,-,-,29057,28704,14.8178081,0.018,0.018,0.940889616,0.990607977,no,2,0,0
SENP8,mRNA,NW_005054398.1:2398967-2404823,+,-,855,936,9.806549622,-0.133,0.133,0.462847627,0.884511637,no,2,0,0
SLC7A6,mRNA,NW_005054343.1:1875012-1896198,-,-,100,98,6.62935662,0.032,0.032,0.881510228,0.979828333,no,2,0,0
TDP2,mRNA,NW_005054311.1:8555872-8560171,+,-,317,340,8.35974956,-0.098,0.098,0.540590676,0.905840694,no,2,0,0
THOC3,mRNA,NW_005054308.1:9008573-9013513,-,-,3074,3707,11.72728233,-0.27,0.27,0.149122007,0.766384632,no,2,0,0
CHAF1A,mRNA,NW_005054549.1:35401-48856,+,-,139,138,7.113742166,0.007,0.007,0.972013719,0.994930893,no,2,0,0
CUL4B,mRNA,NW_005054314.1:1452097-1477145,-,-,16518,18372,14.09052598,-0.153,0.153,0.233018379,0.806931138,no,2,0,0
GATA2,mRNA,NW_005054339.1:5672741-5684454,+,-,1784,1585,10.71810471,0.17,0.17,0.309633388,0.834260763,no,2,0,0
GGH,mRNA,NW_005054346.1:4119090-4133570,+,-,10001,12055,13.42888355,-0.269,0.269,0.13424776,0.75011137,no,2,0,0
LOC102042633,mRNA,NW_005054345.1:1615412-1620675,-,-,2574,2983,11.44009052,-0.213,0.213,0.316736224,0.836931949,no,2,0,0
MFSD13A,mRNA,NW_005054300.1:5010760-5024324,-,-,1144,1205,10.197831,-0.075,0.075,0.600889696,0.920306826,no,2,0,0
RAB23,mRNA,NW_005054328.1:6779349-6794308,+,-,25,23,4.584962501,0.111,0.111,0.705709639,0.938111147,no,2,0,0
RAB30,mRNA,NW_005054302.1:13344825-13386281,-,-,50,54,5.700439718,-0.102,0.102,0.720850509,0.940444868,no,2,0,0
RTCB,mRNA,NW_005054334.1:986141-996432,-,-,170,141,7.28077077,0.265,0.265,0.329734479,0.841696946,no,2,0,0
SNX13,mRNA,NW_005054307.1:583594-628363,+,-,2388,2696,11.31174832,-0.175,0.175,0.220778043,0.802735308,no,2,0,0
TCHP,mRNA,NW_005054330.1:9981-18313,+,-,65,72,6.098032083,-0.149,0.149,0.526076637,0.902797035,no,2,0,0
TRA2A,mRNA,NW_005054333.1:4881107-4897436,+,-,7497,8261,12.94379682,-0.14,0.14,0.383398466,0.864350508,no,2,0,0
TTI1,mRNA,NW_005054337.1:2974787-2989833,+,-,3174,2857,11.55818152,0.152,0.152,0.377294295,0.863039399,no,2,0,0
ABCC5,mRNA,NW_005054309.1:3413536-3456444,-,-,3852,4213,11.97745882,-0.129,0.129,0.481875316,0.8900586,no,2,0,0
CUNH16orf70,mRNA,NW_005054343.1:2171070-2207335,-,-,1909,2209,11.00772811,-0.21,0.21,0.118806664,0.734010438,no,2,0,0
CWC25,mRNA,NW_005054648.1:4640-12654,+,-,2260,2148,11.10590851,0.072,0.072,0.577239686,0.914856808,no,2,0,0
EMC3,mRNA,NW_005054339.1:3292328-3297296,-,-,1551,1868,10.73935871,-0.268,0.268,0.175074343,0.780653359,no,2,0,0
HNRNPA3,mRNA,NW_005054298.1:20645605-20655692,+,-,5577,5941,12.49160261,-0.091,0.091,0.408244993,0.874595136,no,2,0,0
LOC102036869,mRNA,NW_005054325.1:6538411-6556198,+,-,1063,1202,10.14529533,-0.176,0.176,0.507639858,0.898312705,no,2,0,0
LOC102044623,mRNA,NW_005054320.1:1063529-1075772,+,-,9,8,3.087462841,0.268,0.268,0.620863786,0.923865459,no,0,0,0
MRPS17,mRNA,NW_005054387.1:1593502-1595358,+,-,1611,1941,10.79441587,-0.268,0.268,0.072440564,0.690183926,no,2,0,0
P2RY1,mRNA,NW_005054309.1:11559460-11561374,-,-,349,289,8.317412614,0.268,0.268,0.134746808,0.750213883,no,2,0,0
RBM18,mRNA,NW_005054329.1:1624025-1629857,+,-,4898,5325,12.31953101,-0.12,0.12,0.516303694,0.900875077,no,2,0,0
RNF10,mRNA,NW_005054330.1:6235258-6258094,+,-,37756,40894,15.26315915,-0.115,0.115,0.305675683,0.834086505,no,2,0,0
RORA,mRNA,NW_005054398.1:566232-597352,-,-,28,34,4.95419631,-0.239,0.239,0.526634498,0.902797035,no,2,0,0
VCP,mRNA,NW_005054471.1:500621-518378,+,-,4294,4595,12.11780541,-0.098,0.098,0.66730292,0.936796694,no,2,0,0
WASHC1,mRNA,NW_005054326.1:1251453-1278362,+,-,1537,1690,10.65597786,-0.136,0.136,0.207956008,0.793036487,no,2,0,0
CHMP1B,mRNA,NW_005054349.1:4945148-4951543,+,-,1459,1536,10.54834029,-0.074,0.074,0.508570195,0.898312705,no,2,0,0
FRMD4A,mRNA,NW_005054409.1:897973-1099419,-,-,22,21,4.426264755,0.052,0.052,0.878134565,0.9797449,no,2,0,0
HMBS,mRNA,NW_005054447.1:1685276-1693410,+,-,4195,4554,12.09490241,-0.118,0.118,0.445520896,0.880011765,no,2,0,0
IFT20,mRNA,NW_005054368.1:528298-530166,+,-,1603,1928,10.78586111,-0.267,0.267,0.222469382,0.802854085,no,2,0,0
KXD1,mRNA,NW_005054662.1:80647-83108,+,-,6191,6652,12.64869462,-0.104,0.104,0.59523223,0.918589766,no,2,0,0
LANCL1,mRNA,NW_005054463.1:172805-193344,-,-,2640,2969,11.45352787,-0.17,0.17,0.238356411,0.807695195,no,2,0,0
LOC102043981,mRNA,NW_005054454.1:37060-62134,-,-,93674,84520,16.44308923,0.148,0.148,0.499159868,0.895633964,no,2,0,0
LRR1,mRNA,NW_005054303.1:15149144-15153622,-,-,138,141,7.124121312,-0.035,0.035,0.867836529,0.977602414,no,2,0,0
MAPK8,mRNA,NW_005054300.1:10058353-10096953,-,-,141,162,7.243173983,-0.203,0.203,0.33760499,0.850667771,no,2,0,0
P3H4,mRNA,NW_005054672.1:71214-74711,-,-,7,8,2.906890596,-0.267,0.267,0.611110606,0.923158717,no,0,0,0
SETD2,mRNA,NW_005054466.1:966969-1007476,-,-,2809,2866,11.47040468,-0.029,0.029,0.817888162,0.96461589,no,2,0,0
TIRAP,mRNA,NW_005054541.1:581500-587034,+,-,1555,1667,10.65374078,-0.1,0.1,0.586621187,0.917139534,no,2,0,0
ABHD14B,mRNA,NW_005054339.1:3004619-3005575,+,-,47,44,5.50779464,0.122,0.122,0.564468,0.911764356,no,2,0,0
AMACR,mRNA,NW_005054480.1:39197-56808,+,-,9,9,3.169925001,-0.055,0.055,0.909353429,0.985623591,no,0,0,0
ASAP1,mRNA,NW_005054321.1:7679091-7821238,-,-,458,420,8.77807713,0.13,0.13,0.534600653,0.904126966,no,2,0,0
DNAJB2,mRNA,NW_005054298.1:14217542-14222003,+,-,50014,60138,15.74913616,-0.266,0.266,0.195463095,0.788109176,no,2,0,0
GAR1,mRNA,NW_005054304.1:13180325-13186962,-,-,19,17,4.169925001,0.133,0.133,0.699322439,0.938111147,no,2,0,0
GCN1,mRNA,NW_005054330.1:6029719-6066471,-,-,2267,2315,11.16176174,-0.03,0.03,0.844575471,0.971854069,no,2,0,0
HNRNPAB,mRNA,NW_005054308.1:4718486-4740774,+,-,38756,44515,15.34552653,-0.2,0.2,0.228929107,0.806607668,no,2,0,0
LOC115948186,lnc_RNA,NW_005054357.1:3319611-3326606,-,-,174,195,7.527477006,-0.166,0.166,0.42632608,0.877995264,no,2,0,0
MRPS25,mRNA,NW_005054420.1:2310530-2312172,-,-,315,352,8.381542951,-0.16,0.16,0.348970082,0.855858285,no,2,0,0
PNRC2,mRNA,NW_005054436.1:1189298-1193194,-,-,15977,16384,13.98196857,-0.036,0.036,0.761659702,0.948700869,no,2,0,0
TMEM9B,mRNA,NW_005054416.1:77102-84999,-,-,956,1082,9.992938336,-0.179,0.179,0.176281347,0.780653359,no,2,0,0
TTC7B,mRNA,NW_005054303.1:106228-210053,-,-,806,970,9.794415866,-0.266,0.266,0.070464199,0.689856701,no,2,0,0
VIM,mRNA,NW_005054307.1:10022829-10029248,+,-,16129,16083,13.97531062,0.004,0.004,0.980289436,0.996972062,no,2,0,0
ABRAXAS2,mRNA,NW_005054369.1:1585026-1599534,+,-,2371,2382,11.21462269,-0.006,0.006,0.966401163,0.994930893,no,2,0,0
CRKL,mRNA,NW_005054483.1:714957-732551,-,-,4973,5098,12.29791932,-0.036,0.036,0.766063104,0.949586862,no,2,0,0
LEPROTL1,mRNA,NW_005054304.1:11190603-11195587,-,-,1595,1916,10.77766628,-0.265,0.265,0.227343584,0.806033755,no,2,0,0
LOC102035971,lnc_RNA,NW_005054334.1:3476673-3477938,+,-,877,920,9.811374694,-0.068,0.068,0.62658876,0.925110245,no,2,0,0
LOC115948862,lnc_RNA,NW_005054578.1:181842-182669,+,-,824,936,9.781359714,-0.184,0.184,0.340202336,0.852324455,no,2,0,0
NFE2L3,mRNA,NW_005054333.1:3916497-3926571,-,-,4375,5259,12.23391921,-0.265,0.265,0.146284249,0.764592895,no,2,0,0
PIGB,mRNA,NW_005054313.1:6048290-6055321,+,-,11,11,3.459431619,0.003,0.003,0.992914912,0.999025718,no,2,0,0
PPP1R2,mRNA,NW_005054465.1:1395992-1405914,+,-,428,430,8.744833837,-0.006,0.006,0.953985192,0.993480678,no,2,0,0
RHEB,mRNA,NW_005054367.1:3016249-3056299,-,-,2696,3020,11.4807902,-0.164,0.164,0.365041285,0.857370392,no,2,0,0
SAP30BP,mRNA,NW_005054370.1:2392859-2422880,-,-,7462,7903,12.90736015,-0.083,0.083,0.625912552,0.925110245,no,2,0,0
SCIN,mRNA,NW_005054307.1:2825980-2875826,-,-,727,635,9.411510988,0.196,0.196,0.490785614,0.892683727,no,2,0,0
SENP1,mRNA,NW_005054734.1:21424-29853,+,-,3485,3942,11.85856386,-0.178,0.178,0.153199123,0.769280694,no,2,0,0
SLC25A39,mRNA,NW_005054584.1:58559-63032,-,-,10806,10255,13.36228632,0.076,0.076,0.674068002,0.937384081,no,2,0,0
TANGO6,mRNA,NW_005054373.1:2715015-2735000,+,-,1424,1711,10.61424973,-0.265,0.265,0.15898648,0.771298303,no,2,0,0
TRNAU1AP,mRNA,NW_005054428.1:85130-100025,-,-,129,150,7.124121312,-0.208,0.208,0.268289363,0.817086965,no,2,0,0
BTBD7,mRNA,NW_005054303.1:1241355-1280851,-,-,766,859,9.666224003,-0.166,0.166,0.204771944,0.792627457,no,2,0,0
CCDC30,mRNA,NW_005054475.1:31289-67162,-,-,51,43,5.554588852,0.24,0.24,0.432257031,0.878720686,no,2,0,0
CLTC,mRNA,NW_005054368.1:2554079-2576598,-,-,4359,4214,12.06558443,0.049,0.049,0.717661249,0.940444868,no,2,0,0
DIXDC1,mRNA,NW_005054447.1:74669-102810,+,-,424,353,8.601770788,0.264,0.264,0.535730246,0.904318144,no,2,0,0
GAB1,mRNA,NW_005054453.1:1416181-1551486,+,-,51,50,5.658211483,0.021,0.021,0.916595405,0.985690495,no,2,0,0
LAMTOR1,mRNA,NW_005061055.1:7-972,-,-,230,276,7.982993575,-0.264,0.264,0.248340879,0.81058099,no,2,0,0
LIAS,mRNA,NW_005054297.1:9509001-9518273,+,-,963,1155,10.04848687,-0.264,0.264,0.154591267,0.769280694,no,2,0,0
LOC102038795,mRNA,NW_005054366.1:3679548-3683183,-,-,3,2,1.321928095,0.215,0.215,0.770878777,NA,no,0,0,0
LOC102042935,mRNA,NW_005055188.1:13247-16900,+,-,733,791,9.573647187,-0.111,0.111,0.511907104,0.899292341,no,2,0,0
LOC115948540,mRNA,NW_005054425.1:217359-221165,+,-,647,578,9.258566034,0.162,0.162,0.237950763,0.807695195,no,2,0,0
LOC115949210,mRNA,NW_005055085.1:11444-21606,+,-,543,601,9.159871337,-0.145,0.145,0.510544554,0.899292341,no,2,0,0
LYPLA2,mRNA,NW_005054436.1:1220799-1224271,-,-,818,767,9.630267125,0.093,0.093,0.495635951,0.894012256,no,2,0,0
MCM3AP,mRNA,NW_005054661.1:230169-250759,-,-,1308,1424,10.41574177,-0.123,0.123,0.413418814,0.874891315,no,2,0,0
NDEL1,mRNA,NW_005054457.1:648498-668127,+,-,3209,2673,11.52209107,0.264,0.264,0.173032566,0.780653359,no,2,0,0
NFX1,mRNA,NW_005054439.1:1520933-1591636,+,-,4144,4977,12.15497629,-0.264,0.264,0.052937736,0.640805702,no,2,0,0
PLCB4,mRNA,NW_005054341.1:747094-821463,-,-,369,308,8.403012024,0.264,0.264,0.175581795,0.780653359,no,2,0,0
PNPLA8,mRNA,NW_005054411.1:554232-593300,-,-,8708,9710,13.16882879,-0.157,0.157,0.259983228,0.813863022,no,2,0,0
PSMD3,mRNA,NW_005054625.1:305105-311648,+,-,2578,2822,11.39874369,-0.131,0.131,0.414481268,0.874891315,no,2,0,0
UHRF2,mRNA,NW_005054390.1:951379-1037243,+,-,101,118,6.77478706,-0.228,0.228,0.273375828,0.820127484,no,2,0,0
EMSY,mRNA,NW_005054397.1:1274678-1302025,+,-,715,722,9.488844346,-0.014,0.014,0.952655271,0.99345223,no,2,0,0
GOLGA7,mRNA,NW_005054535.1:509039-514011,-,-,4548,5458,12.28857774,-0.263,0.263,0.081972268,0.7077387,no,2,0,0
LOC102031640,mRNA,NW_005054571.1:7-21250,+,-,2568,2501,11.30748545,0.038,0.038,0.837150191,0.969320201,no,2,0,0
LOC115947746,snoRNA,NW_005054312.1:8856697-8856829,+,-,6,7,2.700439718,-0.263,0.263,0.590589146,0.917736892,no,0,0,0
MFSD11,mRNA,NW_005054370.1:1687267-1704816,-,-,59,48,5.741466986,0.263,0.263,0.32629192,0.839846581,no,2,0,0
MRNIP,mRNA,NW_005054308.1:5655793-5659363,-,-,186,189,7.550746785,-0.024,0.024,0.929609332,0.987475792,no,2,0,0
PCF11,mRNA,NW_005054302.1:13421628-13442326,+,-,6593,6454,12.67143049,0.031,0.031,0.873524678,0.978798283,no,2,0,0
PIGS,mRNA,NW_005054387.1:2550082-2554266,-,-,639,634,9.314016704,0.011,0.011,0.961523028,0.99457364,no,2,0,0
POLR3F,mRNA,NW_005054405.1:438260-445163,+,-,180,216,7.62935662,-0.263,0.263,0.064467298,0.673743966,no,2,0,0
RBM26,mRNA,NW_005054327.1:2389251-2437540,+,-,6820,6726,12.72557928,0.02,0.02,0.873264999,0.978798283,no,2,0,0
SEC61A2,mRNA,NW_005054409.1:336832-349352,+,-,58,54,5.807354922,0.099,0.099,0.633481039,0.925110245,no,2,0,0
SLC25A37,mRNA,NW_005054514.1:44702-54866,+,-,43389,44460,15.42273824,-0.035,0.035,0.848253916,0.97289945,no,2,0,0
ZNF740,mRNA,NW_005054793.1:23332-27929,-,-,3795,4037,11.93516505,-0.089,0.089,0.523303496,0.902797035,no,2,0,0
BRAP,mRNA,NW_005054362.1:3493542-3506590,-,-,7382,7108,12.82276997,0.055,0.055,0.719624105,0.940444868,no,2,0,0
DDX47,mRNA,NW_005054334.1:6318511-6326989,-,-,519,538,9.045759661,-0.054,0.054,0.709138132,0.93872227,no,2,0,0
EMC7,mRNA,NW_005054301.1:14675118-14679944,-,-,232,220,7.820178962,0.077,0.077,0.584871637,0.917139534,no,2,0,0
GFI1B,mRNA,NW_005054329.1:3866126-3876394,-,-,9953,10122,13.29311237,-0.024,0.024,0.89029447,0.98148174,no,2,0,0
LOC102041456,mRNA,NW_005054345.1:12807-555331,-,-,621,745,9.415741768,-0.262,0.262,0.154433927,0.769280694,no,2,0,0
LOC115949285,mRNA,NW_005055403.1:7-846,+,-,1290,1174,10.26678654,0.136,0.136,0.383497893,0.864350508,no,2,0,0
LONRF1,mRNA,NW_005054297.1:14424530-14436261,-,-,5507,6604,12.56403037,-0.262,0.262,0.090963926,0.72288528,no,2,0,0
NPM3,mRNA,NW_005054300.1:5601978-5605615,-,-,121,121,6.918863237,0.008,0.008,0.969709297,0.994930893,no,2,0,0
NVL,mRNA,NW_005054434.1:1517505-1556884,+,-,618,727,9.393390457,-0.234,0.234,0.180865358,0.784894394,no,2,0,0
PHF20,mRNA,NW_005054481.1:954469-1022389,-,-,3408,3562,11.76694294,-0.064,0.064,0.692787733,0.938111147,no,2,0,0
PURG,mRNA,NW_005054536.1:790987-792776,+,-,101,110,6.721099189,-0.113,0.113,0.690748035,0.938111147,no,2,0,0
