GeneID,gene_type,locus,strand,sex-linked,avg IFOR,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
SOCS5,mRNA,NW_005054299.1:9241623-9251875,+,-,106,99,6.6794801,0.089,0.089,0.63369094,0.948016867,no,2,0,0
TLE5,mRNA,NW_005054491.1:296221-303546,+,-,459,450,8.828136484,0.027,0.027,0.881930668,0.992198979,no,2,0,0
WDYHV1,mRNA,NW_005054321.1:5157103-5169012,+,-,152,129,7.13442632,0.235,0.235,0.329404816,0.842459735,no,2,0,0
C1QTNF1,mRNA,NW_005054578.1:461271-463688,+,-,1029,1010,9.99364606,0.028,0.028,0.894070765,0.992212165,no,2,0,0
CUNH9orf64,mRNA,NW_005054323.1:609931-621475,+,-,156,114,7.076815597,0.447,0.447,0.035415335,0.401676376,no,2,0,0
HEG1,mRNA,NW_005054298.1:7909809-7938061,+,-,59,51,5.781359714,0.224,0.224,0.468830185,0.911338633,no,2,0,0
HPD,mRNA,NW_005054362.1:2969469-2975764,-,-,1491,1945,10.74651432,-0.384,0.384,0.123160263,0.637858197,no,2,0,0
LOC102039403,mRNA,NW_005054309.1:3568588-3574325,+,-,237,261,7.960001932,-0.146,0.146,0.460940751,0.909233422,no,2,0,0
LOC106632174,mRNA,NW_005055688.1:2135-6819,-,-,81,80,6.330916878,-0.002,0.002,0.991305314,0.997988499,no,2,0,0
LOC115948279,lnc_RNA,NW_005054370.1:1820581-1823150,-,-,163,170,7.379378367,-0.067,0.067,0.81625001,0.983670001,no,2,0,0
LRP2BP,mRNA,NW_005054297.1:18337390-18348618,+,-,7,5,2.584962501,0.447,0.447,0.332942664,0.845531446,no,0,0,0
SIK1,mRNA,NW_005054438.1:617920-630958,+,-,302,233,8.063395081,0.375,0.375,0.102797828,0.592752252,no,2,0,0
BEND3,mRNA,NW_005054306.1:2346484-2356938,-,-,3,3,1.584962501,0.112,0.112,0.907843188,0.993547474,no,0,0,0
EMC8,mRNA,NW_005054373.1:1307887-1315414,+,-,259,353,8.257387843,-0.446,0.446,0.08989312,0.558170139,no,2,0,0
LSM11,mRNA,NW_005054308.1:8101339-8113781,+,-,67,49,5.857980995,0.446,0.446,0.13640949,0.657035684,no,2,0,0
MGME1,mRNA,NW_005054405.1:362615-370139,+,-,47,60,5.741466986,-0.367,0.367,0.112355718,0.613917883,no,2,0,0
NCBP3,mRNA,NW_005054387.1:1900323-1914529,-,-,54,67,5.918863237,-0.308,0.308,0.216053562,0.759788359,no,2,0,0
PANK1,mRNA,NW_005054300.1:8919080-8953624,+,-,6,6,2.584962501,0.166,0.166,0.739299525,0.969959411,no,0,0,0
SGCD,mRNA,NW_005054308.1:7686845-7884646,+,-,4,3,1.807354922,0.097,0.097,0.938335505,0.994631141,no,0,0,0
TSPAN2,mRNA,NW_005054472.1:988203-1006726,-,-,248,185,7.758223215,0.42,0.42,0.156313943,0.688192064,no,2,0,0
ADGRL2,mRNA,NW_005054534.1:421332-586365,+,-,35,26,4.930737338,0.445,0.445,0.214871733,0.757268335,no,2,0,0
ALKBH8,mRNA,NW_005054302.1:5258412-5300622,+,-,30,35,5.022367813,-0.233,0.233,0.491428508,0.916112594,no,2,0,0
CAPN11,mRNA,NW_005054299.1:12980507-12993400,-,-,575,488,9.053925882,0.236,0.236,0.308218542,0.832843608,no,2,0,0
DTYMK,mRNA,NW_005054380.1:1948947-1954182,+,-,543,739,9.324180547,-0.445,0.445,0.039302688,0.415252182,no,2,0,0
FCF1,mRNA,NW_005054301.1:6255506-6260429,-,-,511,535,9.030667136,-0.066,0.066,0.772871855,0.976368866,no,2,0,0
HDAC11,mRNA,NW_005054645.1:274268-294507,+,-,16,13,3.857980995,0.177,0.177,0.698063074,0.963490308,no,2,0,0
KIAA1755,mRNA,NW_005054337.1:2912142-2921213,+,-,10,7,3.087462841,0.445,0.445,0.453042388,0.904879295,no,1,0,0
LOC115949193,mRNA,NW_005055010.1:21975-28427,+,-,7,9,3,-0.321,0.321,0.477945211,0.911338633,no,0,0,0
MBD3,mRNA,NW_005054441.1:760703-773342,+,-,58,58,5.857980995,-0.033,0.033,0.873773993,0.990988338,no,2,0,0
MSANTD2,mRNA,NW_005054541.1:385721-407877,+,-,229,312,8.079484784,-0.445,0.445,0.03259751,0.391990496,no,2,0,0
PSTK,mRNA,NW_005054369.1:739858-745100,+,-,366,488,8.73809226,-0.415,0.415,0.095631389,0.577707379,no,2,0,0
ATP6V1G1,mRNA,NW_005054358.1:2724280-2726008,+,-,16428,18101,14.07552093,-0.14,0.14,0.509697157,0.919414377,no,2,0,0
PEX2,mRNA,NW_005054423.1:1848578-1871441,+,-,203,227,7.74819285,-0.162,0.162,0.376048039,0.868049303,no,2,0,0
PRDX6,mRNA,NW_005054421.1:1092985-1100135,-,-,8127,11057,13.22761594,-0.444,0.444,0.038002955,0.410431915,no,2,0,0
DNA2,mRNA,NW_005054515.1:848288-871836,+,-,20,18,4.247927513,0.166,0.166,0.576912743,0.93220185,no,2,0,0
LOC102034073,mRNA,NW_005054425.1:183054-197774,+,-,99,102,6.651051691,-0.039,0.039,0.886585946,0.992212165,no,2,0,0
MAP3K19,mRNA,NW_005054298.1:4973374-4984997,+,-,8,5,2.700439718,0.443,0.443,0.368153293,0.863950504,no,0,0,0
NPRL2,mRNA,NW_005054339.1:1540121-1543750,+,-,508,690,9.226412193,-0.443,0.443,0.042878853,0.423108492,no,2,0,0
RFC3,mRNA,NW_005054412.1:1242160-1249033,-,-,52,60,5.807354922,-0.19,0.19,0.55832144,0.930318,no,2,0,0
WDR92,mRNA,NW_005054396.1:2317794-2324578,-,-,1101,1052,10.0721326,0.066,0.066,0.755060174,0.971559077,no,2,0,0
ATP9A,mRNA,NW_005054356.1:3496086-3536498,+,-,12,9,3.392317423,0.357,0.357,0.437694704,0.898540924,no,1,0,0
HMGB1,mRNA,NW_005054412.1:2486420-2492155,+,-,1862,1614,10.76321237,0.205,0.205,0.317100249,0.838097945,no,2,0,0
LOC102033747,mRNA,NW_005055067.1:36-10010,-,-,102,99,6.651051691,0.045,0.045,0.885983522,0.992212165,no,2,0,0
LOC102043819,mRNA,NW_005054457.1:1432967-1573084,-,-,98,97,6.607330314,0.004,0.004,0.986822377,0.997988499,no,2,0,0
LOC102044417,mRNA,NW_005054436.1:1714432-1722728,-,-,162,163,7.344295908,-0.006,0.006,0.974524792,0.997969818,no,2,0,0
NDUFA11,mRNA,NW_005054441.1:1732293-1745581,+,-,149,160,7.271463028,-0.094,0.094,0.740079557,0.969959411,no,2,0,0
PHYKPL,mRNA,NW_005054308.1:4724208-4730906,-,-,686,821,9.557463702,-0.26,0.26,0.195517041,0.740352665,no,2,0,0
PLPP7,mRNA,NW_005054329.1:4527650-4542318,-,-,122,166,7.169925001,-0.442,0.442,0.21200375,0.755632408,no,2,0,0
PMP22,mRNA,NW_005054457.1:1189321-1202797,+,-,1273,1245,10.29806257,0.032,0.032,0.860766255,0.988120571,no,2,0,0
POLR1E,mRNA,NW_005054761.1:15024-22205,+,-,2714,3368,11.5703301,-0.311,0.311,0.280105101,0.812486628,no,2,0,0
SLK,mRNA,NW_005054300.1:3954732-4003746,-,-,687,620,9.352043426,0.146,0.146,0.449574338,0.903040611,no,2,0,0
SS18L1,mRNA,NW_005054356.1:167257-181294,-,-,31,27,4.857980995,0.229,0.229,0.520958254,0.922312637,no,2,0,0
WASHC3,mRNA,NW_005054326.1:4679928-4693493,+,-,7812,7589,12.91073641,0.042,0.042,0.847268016,0.987424591,no,2,0,0
CASD1,mRNA,NW_005054307.1:6073099-6096689,-,-,656,483,9.153552032,0.441,0.441,0.060818288,0.489299157,no,2,0,0
EFL1,mRNA,NW_005054313.1:2256357-2318181,-,-,481,587,9.060695932,-0.289,0.289,0.179706794,0.721665991,no,2,0,0
KANK4,mRNA,NW_005054345.1:4779645-4788116,-,-,27,21,4.584962501,0.382,0.382,0.44807817,0.902327172,no,2,0,0
DYNLT3,mRNA,NW_005054374.1:1791689-1812985,-,-,62,47,5.768184325,0.383,0.383,0.195677552,0.740468293,no,2,0,0
ERO1A,mRNA,NW_005054303.1:14288364-14306071,+,-,153,127,7.129283017,0.268,0.268,0.251580183,0.789460817,no,2,0,0
LOC115948327,lnc_RNA,NW_005054376.1:3523008-3528369,+,-,233,234,7.86727874,-0.004,0.004,0.9895274,0.997988499,no,2,0,0
MMUT,mRNA,NW_005054377.1:806093-820976,-,-,263,256,8.019590728,0.04,0.04,0.860567996,0.988120571,no,2,0,0
RNLS,mRNA,NW_005054615.1:209751-262652,-,-,9,11,3.321928095,-0.44,0.44,0.333759392,0.845531446,no,1,0,0
SLC2A1,mRNA,NW_005054475.1:93837-102801,-,-,67,60,5.988684687,0.143,0.143,0.573672655,0.93220185,no,2,0,0
STAT4,mRNA,NW_005054298.1:28444392-28482297,+,-,162,132,7.199672345,0.298,0.298,0.228151896,0.773679376,no,2,0,0
TEC,mRNA,NW_005054297.1:12438190-12471951,-,-,227,194,7.717676423,0.223,0.223,0.225491783,0.770786396,no,2,0,0
TMEM35B,mRNA,NW_005054478.1:535060-536593,+,-,136,132,7.06608919,0.043,0.043,0.868421271,0.990157144,no,2,0,0
ACBD4,mRNA,NW_005054518.1:509138-513350,+,-,672,911,9.62844554,-0.439,0.439,0.006450554,0.180652913,no,2,0,0
ATG7,mRNA,NW_005054650.1:189005-284759,-,-,202,157,7.487840034,0.364,0.364,0.195447407,0.740335026,no,2,0,0
DACH2,mRNA,NW_005054349.1:3739711-3980496,-,-,2,1,0.584962501,0.439,0.439,0.645395961,NA,no,0,0,0
GPX4,mRNA,NW_005054491.1:730169-731438,+,-,1868,2219,10.99682653,-0.249,0.249,0.352127647,0.857717866,no,2,0,0
LOC115948383,lnc_RNA,NW_005054299.1:7190135-7199547,+,-,700,758,9.509775004,-0.114,0.114,0.66969334,0.957400993,no,2,0,0
MSANTD3,mRNA,NW_005054311.1:7317773-7327066,-,-,13,10,3.523561956,0.366,0.366,0.180611483,0.721759065,no,2,0,0
NLRC3,mRNA,NW_005054383.1:2156633-2170267,-,-,149,177,7.348728154,-0.251,0.251,0.379726167,0.870543249,no,2,0,0
PRELID3A,mRNA,NW_005054350.1:3743386-3754368,-,-,629,639,9.30833903,-0.024,0.024,0.91923105,0.993547474,no,2,0,0
UBXN4,mRNA,NW_005054298.1:4809384-4818363,-,-,338,249,8.197216693,0.439,0.439,0.021359768,0.325149675,no,2,0,0
CKS1B,mRNA,NW_005054546.1:728216-729073,+,-,45,41,5.426264755,0.124,0.124,0.624179745,0.946187844,no,2,0,0
HGSNAT,mRNA,NW_005054304.1:12123683-12134915,-,-,35,28,4.977279923,0.316,0.316,0.401649765,0.87924179,no,2,0,0
MPC1,mRNA,NW_005054299.1:21110916-21114530,-,-,14167,14807,13.82247125,-0.064,0.064,0.746197324,0.970872685,no,2,0,0
NEFM,mRNA,NW_005054514.1:385034-389761,+,-,84,106,6.569855608,-0.318,0.318,0.499438933,0.916985017,no,2,0,0
PHC1,mRNA,NW_005054444.1:946218-960389,-,-,39,46,5.409390936,-0.246,0.246,0.380307361,0.870868272,no,2,0,0
PTAR1,mRNA,NW_005054635.1:141482-232121,-,-,324,351,8.398743692,-0.116,0.116,0.708071258,0.964194555,no,2,0,0
SHQ1,mRNA,NW_005054317.1:970076-1007952,+,-,18,20,4.247927513,-0.215,0.215,0.486123284,0.915398516,no,2,0,0
TPMT,mRNA,NW_005054325.1:4615083-4624954,+,-,17,15,4,0.194,0.194,0.720107539,0.967857849,no,2,0,0
TUBGCP3,mRNA,NW_005054315.1:3165253-3225136,-,-,273,318,8.20701432,-0.216,0.216,0.35565425,0.858796219,no,2,0,0
ACADS,mRNA,NW_005054330.1:6338174-6347134,+,-,245,269,8.005624549,-0.137,0.137,0.513575656,0.92080973,no,2,0,0
ECHS1,mRNA,NW_005054615.1:328812-330973,+,-,883,1089,9.945443836,-0.303,0.303,0.180012795,0.721665991,no,2,0,0
LOC102036280,mRNA,NW_005054804.1:57932-71271,-,-,434,404,8.710806434,0.106,0.106,0.643422173,0.950986151,no,2,0,0
LOC115948237,snoRNA,NW_005054365.1:3395596-3395663,-,-,4,5,2.169925001,-0.173,0.173,0.802309601,0.980415177,no,0,0,0
NT5C3A,mRNA,NW_005054361.1:619209-645330,+,-,18022,17933,14.13390479,0.007,0.007,0.977082877,0.997969818,no,2,0,0
RPL35,mRNA,NW_005054329.1:864890-866169,+,-,1633,1717,10.70994538,-0.072,0.072,0.770927073,0.976368866,no,2,0,0
SCAF11,mRNA,NW_005054310.1:10333467-10383464,+,-,4075,4082,11.99382294,-0.003,0.003,0.988342212,0.997988499,no,2,0,0
TNS3,mRNA,NW_005054439.1:1184348-1316064,-,-,14,16,3.906890596,-0.264,0.264,0.551759321,0.929206508,no,2,0,0
ZW10,mRNA,NW_005054447.1:530211-539334,-,-,85,86,6.417852515,-0.022,0.022,0.943650199,0.994654648,no,2,0,0
ARPC3,mRNA,NW_005054362.1:2550182-2553680,+,-,1434,1060,10.28424575,0.436,0.436,0.070843211,0.514132196,no,2,0,0
BPNT1,mRNA,NW_005054299.1:884620-892848,+,-,140,134,7.098032083,0.066,0.066,0.74355868,0.970529652,no,2,0,0
KHDC4,mRNA,NW_005054582.1:448740-465471,-,-,5495,5934,12.48041156,-0.111,0.111,0.598922231,0.93889035,no,2,0,0
LOC102035203,mRNA,NW_005054605.1:366680-373404,-,-,5,6,2.459431619,-0.31,0.31,0.620848091,0.945616018,no,0,0,0
LOC102041770,mRNA,NW_005054674.1:200912-202267,-,-,156,211,7.519636253,-0.436,0.436,0.100573557,0.585856396,no,2,0,0
MCUR1,mRNA,NW_005054325.1:4842939-4864844,-,-,269,274,8.084808388,-0.029,0.029,0.866087381,0.989194027,no,2,0,0
PECR,mRNA,NW_005054298.1:12610287-12627611,-,-,36,35,5.14974712,0.051,0.051,0.853875031,0.987884509,no,2,0,0
SHISA5,mRNA,NW_005054339.1:191772-212969,-,-,1633,1490,10.60871685,0.133,0.133,0.529119199,0.925085799,no,2,0,0
SOCS7,mRNA,NW_005054648.1:190893-198206,-,-,37,34,5.14974712,0.115,0.115,0.707553032,0.964194555,no,2,0,0
SYS1,mRNA,NW_005054337.1:4377662-4379213,+,-,712,850,9.609178738,-0.256,0.256,0.190363394,0.733161944,no,2,0,0
TCP11L1,mRNA,NW_005054487.1:1152292-1162338,-,-,15,14,3.857980995,-0.003,0.003,0.993775065,0.998243242,no,2,0,0
XKR8,mRNA,NW_005054499.1:630962-633343,-,-,251,339,8.204571144,-0.436,0.436,0.052104208,0.458456518,no,2,0,0
BRD9,mRNA,NW_005054325.1:257342-284387,-,-,230,191,7.717676423,0.272,0.272,0.175112635,0.718485188,no,2,0,0
DAG1,mRNA,NW_005054339.1:337294-357235,-,-,95,129,6.807354922,-0.435,0.435,0.104017674,0.595865953,no,2,0,0
DMTF1,mRNA,NW_005054409.1:1557488-1582143,-,-,192,192,7.584962501,-0.003,0.003,0.989283594,0.997988499,no,2,0,0
HAS3,mRNA,NW_005054373.1:2737974-2741004,+,-,44,58,5.672425342,-0.435,0.435,0.214637733,0.757268335,no,2,0,0
IPPK,mRNA,NW_005054339.1:126755-146645,-,-,68,63,6.033423002,0.098,0.098,0.600752821,0.939057635,no,2,0,0
LOC102032163,lnc_RNA,NW_005054317.1:6821106-6823008,+,-,127,112,6.900866808,0.176,0.176,0.314694158,0.835565791,no,2,0,0
LOC102039786,mRNA,NW_005054446.1:1501558-1506732,-,-,439,531,8.921840937,-0.277,0.277,0.178043402,0.721562818,no,2,0,0
TFG,mRNA,NW_005054391.1:400350-421061,+,-,671,779,9.501837185,-0.213,0.213,0.311292581,0.833664523,no,2,0,0
ABHD12,mRNA,NW_005054341.1:5838614-5857172,-,-,311,246,8.121533517,0.339,0.339,0.151706893,0.680518864,no,2,0,0
CCNL1,mRNA,NW_005054309.1:10980738-10992580,+,-,2530,2258,11.22520744,0.164,0.164,0.453149029,0.904879295,no,2,0,0
COPS2,mRNA,NW_005054313.1:3534883-3558998,+,-,692,602,9.337621902,0.202,0.202,0.328050642,0.84183511,no,2,0,0
IFT81,mRNA,NW_005054362.1:2640786-2677976,-,-,37,28,5.022367813,0.434,0.434,0.166861137,0.707297544,no,2,0,0
LOC102042059,mRNA,NW_005054312.1:8759507-8767453,+,-,59,46,5.714245518,0.362,0.362,0.12654303,0.643387456,no,2,0,0
PDE7B,mRNA,NW_005054316.1:2628328-2798521,+,-,99,100,6.636624621,-0.016,0.016,0.958874366,0.996706821,no,2,0,0
RBM15B,mRNA,NW_005054339.1:764826-767565,-,-,1931,2390,11.07714952,-0.307,0.307,0.110325798,0.60973777,no,2,0,0
RBMS1,mRNA,NW_005054298.1:14744906-14884830,-,-,384,299,8.415741768,0.357,0.357,0.048228201,0.444229686,no,2,0,0
USP49,mRNA,NW_005054512.1:125600-133127,-,-,74,86,6.321928095,-0.238,0.238,0.265918151,0.798900706,no,2,0,0
VPS25,mRNA,NW_005054559.1:501150-504084,-,-,12904,15562,13.79695216,-0.27,0.27,0.13992365,0.664845192,no,2,0,0
HAUS8,mRNA,NW_005054551.1:735426-744966,+,-,132,146,7.118941073,-0.148,0.148,0.544820361,0.929118983,no,2,0,0
LOC115948364,lnc_RNA,NW_005054383.1:1315687-1317395,-,-,74,93,6.383704292,-0.329,0.329,0.293194154,0.823226759,no,2,0,0
MRAP2,mRNA,NW_005054328.1:4974212-4989606,+,-,13,14,3.754887502,-0.12,0.12,0.755858279,0.971678771,no,2,0,0
PPP1R10,mRNA,NW_005054863.1:14809-22780,+,-,6189,8354,12.82803729,-0.433,0.433,0.160053967,0.695081755,no,2,0,0
SDHB,mRNA,NW_005054475.1:890032-906981,-,-,4023,5433,12.20701432,-0.433,0.433,0.008490061,0.20322637,no,2,0,0
SWI5,mRNA,NW_005054329.1:5789689-5792079,+,-,34,38,5.169925001,-0.179,0.179,0.503805518,0.918421427,no,2,0,0
TEPSIN,mRNA,NW_005054612.1:400380-403888,-,-,552,745,9.340962764,-0.433,0.433,0.019603765,0.308515606,no,2,0,0
TRAPPC13,mRNA,NW_005054537.1:299553-339651,-,-,1307,1400,10.40247917,-0.099,0.099,0.693594143,0.962114886,no,2,0,0
FASTKD1,mRNA,NW_005054298.1:17752260-17765495,-,-,12,15,3.754887502,-0.432,0.432,0.179356514,0.721665991,no,2,0,0
LOC102044165,mRNA,NW_005054833.1:46-7604,+,-,498,463,8.908392621,0.104,0.104,0.627921255,0.946960123,no,2,0,0
OPHN1,mRNA,NW_005054456.1:754835-793118,+,-,105,86,6.577428828,0.284,0.284,0.324813283,0.839675171,no,2,0,0
PIGA,mRNA,NW_005054403.1:2278879-2286955,+,-,174,173,7.438791853,0.007,0.007,0.979849708,0.997969818,no,2,0,0
POGLUT2,mRNA,NW_005054342.1:102082-109493,-,-,12,11,3.523561956,0.173,0.173,0.647379443,0.951630453,no,2,0,0
RPL15,mRNA,NW_005054351.1:1245748-1249835,+,-,6638,7159,12.75206698,-0.109,0.109,0.531977535,0.925435375,no,2,0,0
TFPI,mRNA,NW_005054592.1:355578-390420,-,-,1328,1562,10.49685378,-0.235,0.235,0.258688388,0.792359249,no,2,0,0
AKIP1,mRNA,NW_005054416.1:57735-62568,+,-,12,14,3.700439718,-0.302,0.302,0.447955579,0.902327172,no,2,0,0
DGKD,mRNA,NW_005054609.1:120879-163621,-,-,247,230,7.897845456,0.102,0.102,0.62080588,0.945616018,no,2,0,0
GFI1,mRNA,NW_005054336.1:2971487-2981432,-,-,37,38,5.22881869,-0.018,0.018,0.9537501,0.995965021,no,2,0,0
LURAP1,mRNA,NW_005054347.1:3790968-3793709,+,-,82,73,6.276124405,0.166,0.166,0.575797181,0.93220185,no,2,0,0
SLC19A2,mRNA,NW_005054320.1:2124727-2136227,-,-,18,14,4,0.347,0.347,0.185550206,0.726661954,no,2,0,0
SOWAHA,mRNA,NW_005054308.1:1582594-1584260,-,-,220,251,7.87958325,-0.196,0.196,0.323291194,0.839675171,no,2,0,0
STAB1,mRNA,NW_005054339.1:2245469-2296846,-,-,278,320,8.224001674,-0.207,0.207,0.394391711,0.875111812,no,2,0,0
TDRD3,mRNA,NW_005054418.1:1430128-1484759,-,-,822,864,9.719388821,-0.071,0.071,0.696037718,0.963241752,no,2,0,0
ZNF800,mRNA,NW_005054324.1:5444506-5466329,-,-,408,551,8.905387005,-0.431,0.431,0.081791269,0.540540126,no,2,0,0
EMG1,mRNA,NW_005054320.1:8232591-8235973,+,-,148,142,7.17990909,0.057,0.057,0.867777445,0.990032664,no,2,0,0
FXN,mRNA,NW_005054323.1:3337914-3349199,+,-,2958,3050,11.5526691,-0.044,0.044,0.882221946,0.992198979,no,2,0,0
HENMT1,mRNA,NW_005054357.1:941887-949632,-,-,74,99,6.434628228,-0.43,0.43,0.045770044,0.436404926,no,2,0,0
LOC102033037,mRNA,NW_005054307.1:5858560-5869869,+,-,3418,3616,11.78012962,-0.081,0.081,0.717046619,0.96676731,no,2,0,0
LOC115948245,mRNA,NW_005054299.1:12357678-12407254,+,-,237,228,7.861086906,0.054,0.054,0.820354746,0.984314243,no,2,0,0
LOC115948486,lnc_RNA,NW_005054415.1:2547322-2555329,-,-,80,86,6.375039431,-0.108,0.108,0.674928391,0.957914062,no,2,0,0
LOC115948919,mRNA,NW_005054618.1:382129-383195,-,-,11215,10695,13.41930186,0.068,0.068,0.740839394,0.97035568,no,2,0,0
OTULIN,mRNA,NW_005054340.1:2257463-2269062,+,-,1843,1725,10.8008999,0.096,0.096,0.604018765,0.940398374,no,2,0,0
PDCL3,mRNA,NW_005054315.1:8006736-8014746,-,-,614,614,9.262094845,0.001,0.001,0.997253862,0.999388173,no,2,0,0
PPP1R37,mRNA,NW_005055237.1:11-8581,+,-,2330,2785,11.32051852,-0.257,0.257,0.153598338,0.683773187,no,2,0,0
TMEM204,mRNA,NW_005054383.1:281574-314782,-,-,286,308,8.214319121,-0.109,0.109,0.558979082,0.930450391,no,2,0,0
VPS26C,mRNA,NW_005054553.1:336249-372921,+,-,11835,9599,13.38761349,0.302,0.302,0.259579521,0.793461772,no,2,0,0
COQ7,mRNA,NW_005054319.1:5047943-5052230,+,-,272,356,8.294620749,-0.389,0.389,0.074197348,0.522844741,no,2,0,0
DENR,mRNA,NW_005054362.1:2538202-2543743,-,-,51,44,5.569855608,0.2,0.2,0.361262577,0.862159508,no,2,0,0
EIF2B5,mRNA,NW_005054309.1:3475777-3491354,+,-,1806,1572,10.72195361,0.2,0.2,0.284520019,0.816380863,no,2,0,0
LOC102037571,mRNA,NW_005054456.1:29361-31927,-,-,15,17,4,-0.173,0.173,0.68030006,0.958988261,no,2,0,0
LOC102042972,mRNA,NW_005054358.1:1887249-1893410,+,-,675,528,9.232420927,0.357,0.357,0.150894967,0.680424917,no,2,0,0
LOC115948649,mRNA,NW_005054460.1:395385-418815,+,-,3,2,1.321928095,0.216,0.216,0.799818077,0.980415177,no,0,0,0
LOC115948712,lnc_RNA,NW_005054483.1:733309-734778,+,-,37,28,5.022367813,0.419,0.419,0.193019217,0.736752364,no,2,0,0
MORF4L1,mRNA,NW_005054366.1:3170168-3183169,-,-,995,1323,10.17866485,-0.412,0.412,0.050531676,0.452488925,no,2,0,0
PARL,mRNA,NW_005054388.1:1673282-1685671,+,-,68,65,6.055282436,0.047,0.047,0.849499232,0.987884509,no,2,0,0
PSMD14,mRNA,NW_005054298.1:15086140-15129205,+,-,177,147,7.339850003,0.273,0.273,0.160609198,0.695524421,no,2,0,0
TMEM151B,mRNA,NW_005054299.1:12856664-12869087,-,-,345,263,8.247927513,0.392,0.392,0.313475564,0.834713853,no,2,0,0
TNIP1,mRNA,NW_005054308.1:6176414-6184768,-,-,1287,1732,10.55985504,-0.429,0.429,0.004759195,0.157156734,no,2,0,0
TXNL4B,mRNA,NW_005054391.1:734568-736366,-,-,455,462,8.840777924,-0.024,0.024,0.909971977,0.993547474,no,2,0,0
ACBD6,mRNA,NW_005054493.1:729508-814970,-,-,376,432,8.658211483,-0.201,0.201,0.286697444,0.817475143,no,2,0,0
ACOT7,mRNA,NW_005054446.1:184021-189131,-,-,1595,1839,10.74567432,-0.206,0.206,0.342780445,0.852203787,no,2,0,0
ANKRD66,mRNA,NW_005054659.1:253489-262096,+,-,10,7,3.087462841,0.428,0.428,0.353900751,0.857717866,no,1,0,0
CREB3,mRNA,NW_005054480.1:1269806-1275195,+,-,560,497,9.045759661,0.173,0.173,0.35350552,0.857717866,no,2,0,0
GPR180,mRNA,NW_005054363.1:625230-646195,+,-,662,738,9.451211112,-0.157,0.157,0.491525245,0.916112594,no,2,0,0
LOC102037791,mRNA,NW_005054428.1:287571-319985,-,-,386,461,8.726218159,-0.255,0.255,0.165045524,0.704209456,no,2,0,0
LOC115949328,lnc_RNA,NW_005055820.1:2965-5965,-,-,274,299,8.162391329,-0.124,0.124,0.687018431,0.96061274,no,2,0,0
NUTF2,mRNA,NW_005054343.1:3899836-3914977,-,-,79,81,6.321928095,-0.024,0.024,0.900658306,0.993322832,no,2,0,0
PEAK1,mRNA,NW_005054313.1:9410409-9472384,-,-,65,48,5.820178962,0.428,0.428,0.130005857,0.648265529,no,2,0,0
RADX,mRNA,NW_005054314.1:584184-608817,-,-,32,36,5.087462841,-0.143,0.143,0.589814571,0.935254957,no,2,0,0
TUBGCP6,mRNA,NW_005054324.1:5986444-6009912,+,-,292,394,8.422064766,-0.428,0.428,0.025934835,0.348175086,no,2,0,0
UNC13C,mRNA,NW_005054313.1:5760802-5894322,+,-,140,152,7.189824559,-0.126,0.126,0.516328537,0.920830333,no,2,0,0
AFG1L,mRNA,NW_005054306.1:2915914-2978677,+,-,143,160,7.243173983,-0.164,0.164,0.462639228,0.909909152,no,2,0,0
BIN1,mRNA,NW_005054298.1:12405495-12458849,-,-,34,45,5.303780748,-0.407,0.407,0.177636715,0.721562818,no,2,0,0
CEP192,mRNA,NW_005054350.1:3462534-3518004,-,-,68,60,6,0.183,0.183,0.557605044,0.930261343,no,2,0,0
LOC102043810,mRNA,NW_005054393.1:2366948-2402213,-,-,18,21,4.285402219,-0.193,0.193,0.554616511,0.929651016,no,2,0,0
LOC106632120,mRNA,NW_005054852.1:8802-12581,+,-,784,793,9.622966945,-0.016,0.016,0.941377569,0.994654648,no,2,0,0
LOC115947695,snoRNA,NW_005054309.1:4042019-4042199,+,-,5,4,2.169925001,0.127,0.127,0.833334037,0.984820109,no,0,0,0
MRPL38,mRNA,NW_005054370.1:2225253-2231769,+,-,321,287,8.247927513,0.16,0.16,0.349947211,0.856986576,no,2,0,0
MSRB1,mRNA,NW_005054399.1:1492006-1497193,-,-,242,211,7.82336724,0.195,0.195,0.504779197,0.918698385,no,2,0,0
PDIA6,mRNA,NW_005054318.1:6197574-6210684,+,-,816,607,9.474719947,0.427,0.427,0.035710378,0.402285743,no,2,0,0
POLR2C,mRNA,NW_005054343.1:4269114-4275962,+,-,330,413,8.537218401,-0.324,0.324,0.314748848,0.835565791,no,2,0,0
ADAD1,mRNA,NW_005054435.1:1041266-1057658,+,-,136,145,7.13442632,-0.094,0.094,0.715692222,0.966492483,no,2,0,0
CINP,mRNA,NW_005054303.1:5990688-5995636,-,-,23,27,4.64385619,-0.218,0.218,0.493316679,0.916234753,no,2,0,0
HTR1B,mRNA,NW_005054328.1:2400167-2403280,-,-,608,615,9.256208689,-0.017,0.017,0.935248447,0.994296322,no,2,0,0
LOC102045375,mRNA,NW_005054660.1:199273-245438,+,-,94,92,6.539158811,0.036,0.036,0.870191797,0.990407085,no,2,0,0
LRSAM1,mRNA,NW_005054358.1:1399192-1424597,-,-,2005,2694,11.19813805,-0.426,0.426,0.061438455,0.48998242,no,2,0,0
